record_id,date,warehouse_id,warehouse_name,region,city,warehouse_type,monthly_demand,monthly_supply,current_inventory,safety_stock,reorder_point,lead_time_days,lead_time_variability,order_volume,fulfillment_rate,stockout_incidents,overstock_quantity,warehouse_capacity,capacity_utilization,inventory_turnover,historical_demand_variance,seasonal_demand_index,supplier_reliability,transit_delay_days,sku_count,regional_consumption_momentum,inventory_imbalance_risk,year,month,quarter,is_festive_quarter,demand_to_supply_ratio,dsr_equilibrium_deviation,lead_time_variability_index,stockout_severity_frequency_score,warehouse_capacity_utilization,safety_stock_coverage_ratio,inventory_days_of_supply,demand_volatility_index,supply_gap_ratio,reorder_gap,excess_inventory_ratio,shortage_gap_units,transit_risk_index,cluster_name
REC-2024-12-WH-31,2024-12,WH-31,Facility South-3 — Whitefield Urban DC,South,Bengaluru,Urban Depot,24742.75,18776.86,198.31,8328.09,18142.71,11.9,6.09,862.0,0.779,5,0.0,52000,0.004,25.0,10411864.34,1.144,0.843,1.2,272,0.142,Understock / Shortage,2024,12,4,1,1.3177,0.3177,0.5118,10.525,0.0038,0.024,0.24,0.1304,0.2411,-17944.4,0.0,8129.78,1.765,Cluster 1 — High-Velocity Shortage Risk
REC-2023-01-WH-32,2023-01,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,84004.05,82419.99,109222.08,12447.12,79930.37,24.1,2.61,3047.0,0.99,0,10621.03,210000,0.52,9.23,79743810.29,0.918,0.856,2.2,974,0.112,Overstock,2023,1,1,0,1.0192,0.0192,0.1083,0.0,0.5201,8.775,39.01,0.1063,0.0189,29291.71,0.0506,0.0,3.15,Cluster 0 — Balanced Operational Flow
REC-2023-02-WH-32,2023-02,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,78800.56,77529.42,107950.94,11019.46,70645.22,22.7,2.44,2565.0,0.978,0,20776.53,210000,0.514,8.76,38815017.12,0.846,0.91,0.3,974,0.111,Overstock,2023,2,1,0,1.0164,0.0164,0.1075,0.0,0.5141,9.796,41.1,0.0791,0.0161,37305.72,0.0989,0.0,0.381,Cluster 0 — Balanced Operational Flow
REC-2023-03-WH-32,2023-03,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,100641.63,105298.21,112607.52,13797.15,89949.32,22.7,2.21,3171.0,0.996,0,1962.47,210000,0.536,10.72,142223147.8025,1.056,0.894,2.7,974,0.235,Overstock,2023,3,1,0,0.9558,-0.0442,0.0974,0.0,0.5362,8.162,33.57,0.1185,-0.0463,22658.2,0.0093,0.0,3.559,Cluster 0 — Balanced Operational Flow
REC-2023-04-WH-32,2023-04,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,108735.03,106819.46,110691.95,16884.78,91496.42374999999,22.9,2.66,3225.0,0.969,0,0.0,210000,0.527,11.79,142223147.8025,1.162,0.884,0.4,974,0.149,Overstock,2023,4,2,0,1.0179,0.0179,0.1162,0.0,0.5271,6.556,30.54,0.1097,0.0176,19195.53,0.0,0.0,0.539,Cluster 0 — Balanced Operational Flow
REC-2023-05-WH-32,2023-05,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,100245.22,101316.95,111763.68,13924.4,89776.62,22.7,2.4,3805.0,0.995,0,1100.46,210000,0.532,10.76,142223147.8025,1.182,0.905,0.1,974,0.223,Overstock,2023,5,2,0,0.9894,-0.0106,0.1057,0.0,0.5322,8.026,33.45,0.119,-0.0107,21987.06,0.0052,0.0,0.128,Cluster 0 — Balanced Operational Flow
REC-2023-06-WH-32,2023-06,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,110962.66,114647.27,115448.29,17451.52,91496.42374999999,26.3,2.62,3164.0,0.957,0,0.0,210000,0.55,11.53,68807125.54,1.029,0.948,4.1,974,0.189,Overstock,2023,6,2,0,0.9679,-0.0321,0.0996,0.0,0.5498,6.615,31.21,0.0748,-0.0332,23951.87,0.0,0.0,4.74,Cluster 0 — Balanced Operational Flow
REC-2023-07-WH-32,2023-07,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,82473.66,84877.94,117852.57,9164.16,80641.33,26.0,1.9,2374.0,0.971,0,23465.0,210000,0.561,8.4,142223147.8025,0.884,0.89,0.1,974,0.196,Overstock,2023,7,3,0,0.9717,-0.0283,0.0731,0.0,0.5612,12.86,42.87,0.1446,-0.0292,37211.24,0.1117,0.0,0.133,Cluster 0 — Balanced Operational Flow
REC-2023-08-WH-32,2023-08,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,96984.33,89581.09,110449.33,13535.99,91496.42374999999,25.7,2.3,3136.0,0.964,0,0.0,210000,0.526,10.54,142223147.8025,0.942,0.879,1.8,974,0.112,Balanced,2023,8,3,0,1.0826,0.0826,0.0895,0.0,0.5259,8.16,34.17,0.123,0.0763,18952.91,0.0,0.0,2.453,Cluster 0 — Balanced Operational Flow
REC-2023-09-WH-32,2023-09,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,101338.67,101445.66,110556.32,15420.19,91496.42374999999,24.6,2.57,3501.0,0.993,0,0.0,210000,0.526,11.0,97339516.05,1.03,0.9,0.2,974,0.098,Overstock,2023,9,3,0,0.9989,-0.0011,0.1045,0.0,0.5265,7.17,32.73,0.0974,-0.0011,19059.9,0.0,0.0,0.26,Cluster 0 — Balanced Operational Flow
REC-2023-10-WH-32,2023-10,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,124125.97625,124331.64749999999,107000.44,16772.02,91496.42374999999,25.3,2.25,3525.0,0.968,0,0.0,210000,0.51,14.68,101320217.93,1.337,0.889,0.2,974,0.135,Overstock,2023,10,4,1,0.9983,-0.0017,0.0889,0.0,0.5095,6.38,25.86,0.0811,-0.0017,15504.02,0.0,0.0,0.267,Cluster 0 — Balanced Operational Flow
REC-2023-11-WH-32,2023-11,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,124125.97625,124331.64749999999,114769.0,17296.36,91496.42374999999,26.2,2.12,4324.875,0.973,0,0.0,210000,0.547,14.72,142223147.8025,1.382,0.947,0.4,974,0.085,Overstock,2023,11,4,1,0.9983,-0.0017,0.0809,0.0,0.5465,6.635,27.74,0.0961,-0.0017,23272.58,0.0,0.0,0.464,Cluster 0 — Balanced Operational Flow
REC-2023-12-WH-32,2023-12,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,113379.92,115337.47,116726.55,13582.0,91496.42374999999,24.9,2.03,3768.0,0.968,0,0.0,210000,0.556,11.66,142223147.8025,1.129,0.839,0.2,974,0.029,Overstock,2023,12,4,1,0.983,-0.017,0.0815,0.0,0.5558,8.594,30.89,0.1052,-0.0173,25230.13,0.0,0.0,0.297,Cluster 0 — Balanced Operational Flow
REC-2024-01-WH-32,2024-01,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,98401.29,99833.31,118158.57,15137.13,91496.42374999999,23.3,2.66,2658.0,0.976,0,3890.74,210000,0.563,9.99,66620234.11,0.932,0.923,0.6,974,0.202,Overstock,2024,1,1,0,0.9857,-0.0143,0.1142,0.0,0.5627,7.806,36.02,0.0829,-0.0146,26662.15,0.0185,0.0,0.739,Cluster 0 — Balanced Operational Flow
REC-2024-02-WH-32,2024-02,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,87310.03,85690.22,116538.76,11200.16,81339.22,24.1,2.05,2907.0,0.979,0,18399.3,210000,0.555,8.99,50615919.93,0.877,0.871,0.3,974,0.14,Overstock,2024,2,1,0,1.0189,0.0189,0.0851,0.0,0.5549,10.405,40.04,0.0815,0.0186,35199.54,0.0876,0.0,0.416,Cluster 0 — Balanced Operational Flow
REC-2024-03-WH-32,2024-03,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,99070.86,103023.16,120491.06,15647.61,91271.7,22.9,2.66,4248.0,0.969,0,5747.95,210000,0.574,9.87,142223147.8025,1.033,0.932,2.2,974,0.249,Overstock,2024,3,1,0,0.9616,-0.0384,0.1162,0.0,0.5738,7.7,36.49,0.1204,-0.0399,29219.36,0.0274,0.0,2.649,Cluster 0 — Balanced Operational Flow
REC-2024-04-WH-32,2024-04,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,124125.97625,124331.64749999999,122851.51,16803.35,91496.42374999999,23.4,2.35,4324.875,0.996,0,0.0,210000,0.585,12.27,142223147.8025,1.119,0.92,0.2,974,0.133,Overstock,2024,4,2,0,0.9983,-0.0017,0.1004,0.0,0.585,7.311,29.69,0.0961,-0.0017,31355.09,0.0,0.0,0.248,Cluster 0 — Balanced Operational Flow
REC-2024-05-WH-32,2024-05,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,119682.34,120694.75,123863.92,18319.64,91496.42374999999,24.1,2.71,4324.875,0.978,0,0.0,210000,0.59,11.59,142223147.8025,1.192,0.906,0.9,974,0.173,Overstock,2024,5,2,0,0.9916,-0.0084,0.1124,0.0,0.5898,6.761,31.05,0.0996,-0.0085,32367.5,0.0,0.0,1.154,Cluster 0 — Balanced Operational Flow
REC-2024-06-WH-32,2024-06,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,97402.39,103965.71,130427.24,14248.55,91496.42374999999,24.8,2.37,4133.0,0.992,0,14286.56,210000,0.621,8.96,142223147.8025,1.014,0.897,0.8,974,0.122,Overstock,2024,6,2,0,0.9369,-0.0631,0.0956,0.0,0.6211,9.154,40.17,0.1224,-0.0674,38930.82,0.068,0.0,1.047,Cluster 0 — Balanced Operational Flow
REC-2024-07-WH-32,2024-07,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,96790.37,91060.49,124697.36,14546.29,83912.72,21.5,2.66,2639.0,0.983,0,18965.21,210000,0.594,9.31,142223147.8025,0.875,0.912,0.8,974,0.158,Overstock,2024,7,3,0,1.0629,0.0629,0.1237,0.0,0.5938,8.572,38.65,0.1232,0.0592,40784.64,0.0903,0.0,1.011,Cluster 0 — Balanced Operational Flow
REC-2024-08-WH-32,2024-08,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,98084.14,98464.46,125077.68,12276.83,89109.41,23.5,2.17,2781.0,0.963,0,17553.02,210000,0.596,9.41,142223147.8025,0.939,0.884,1.1,974,0.174,Overstock,2024,8,3,0,0.9961,-0.0039,0.0923,0.0,0.5956,10.188,38.26,0.1216,-0.0039,35968.27,0.0836,0.0,1.483,Cluster 0 — Balanced Operational Flow
REC-2024-09-WH-32,2024-09,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,112645.18,107326.76,119759.26,17674.38,91496.42374999999,25.9,2.78,3933.0,0.961,0,0.0,210000,0.57,11.29,142223147.8025,1.089,0.89,1.4,974,0.287,Overstock,2024,9,3,0,1.0496,0.0496,0.1073,0.0,0.5703,6.776,31.89,0.1059,0.0472,28262.84,0.0,0.0,1.862,Cluster 0 — Balanced Operational Flow
REC-2024-10-WH-32,2024-10,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,124125.97625,124331.64749999999,123495.73,17186.55,91496.42374999999,23.3,2.09,3900.0,0.962,0,0.0,210000,0.588,13.06,142223147.8025,1.338,0.85,0.7,974,0.261,Overstock,2024,10,4,1,0.9983,-0.0017,0.0897,0.0,0.5881,7.186,29.85,0.0961,-0.0017,31999.31,0.0,0.0,1.015,Cluster 0 — Balanced Operational Flow
REC-2024-11-WH-32,2024-11,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,124125.97625,124331.64749999999,130196.34,14971.61,91496.42374999999,22.7,1.92,4008.0,0.991,0,0.0,210000,0.62,12.36,142223147.8025,1.367,0.956,2.4,974,0.09,Overstock,2024,11,4,1,0.9983,-0.0017,0.0846,0.0,0.62,8.696,31.47,0.0961,-0.0017,38699.92,0.0,0.0,2.717,Cluster 0 — Balanced Operational Flow
REC-2024-12-WH-32,2024-12,WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,124125.97625,124331.64749999999,130633.79,19415.91,91496.42374999999,26.1,2.05,4324.875,0.951,0,0.0,210000,0.622,14.45,142223147.8025,1.145,0.959,1.0,974,0.183,Overstock,2024,12,4,1,0.9983,-0.0017,0.0785,0.0,0.6221,6.728,31.57,0.0961,-0.0017,39137.37,0.0,0.0,1.123,Cluster 0 — Balanced Operational Flow
REC-2023-01-WH-33,2023-01,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,38881.17,36835.35,45414.48,8308.59,32414.92,18.6,3.77,1261.0,0.99,0,536.68,98000,0.463,10.27,15636791.84,0.971,0.954,2.5,397,0.216,Overstock,2023,1,1,0,1.0555,0.0555,0.2027,0.0,0.4634,5.466,35.04,0.1017,0.0526,12999.56,0.0055,0.0,2.845,Cluster 0 — Balanced Operational Flow
REC-2023-02-WH-33,2023-02,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,35709.39,37841.11,47546.2,6601.38,26717.67,16.9,3.32,1340.0,0.964,0,10926.46,98000,0.485,9.01,33380132.73,0.942,0.883,0.2,397,0.089,Overstock,2023,2,1,0,0.9437,-0.0563,0.1964,0.0,0.4852,7.202,39.94,0.1618,-0.0597,20828.53,0.1115,0.0,0.27,Cluster 0 — Balanced Operational Flow
REC-2023-03-WH-33,2023-03,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,40793.38,39265.28,46018.1,9543.33,32251.64,16.7,4.19,1233.0,0.97,0,0.0,98000,0.47,10.64,20487526.49,1.022,0.951,1.8,397,0.273,Overstock,2023,3,1,0,1.0389,0.0389,0.2509,0.0,0.4696,4.822,33.84,0.111,0.0375,13766.46,0.0,0.0,2.065,Cluster 0 — Balanced Operational Flow
REC-2023-04-WH-33,2023-04,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,43673.6,41461.34,43805.84,8548.48,35480.53,18.5,3.5,1732.0,0.987,0,0.0,98000,0.447,11.96,18663378.97,1.162,0.942,0.9,397,0.022,Overstock,2023,4,2,0,1.0534,0.0534,0.1892,0.0,0.447,5.124,30.09,0.0989,0.0507,8325.31,0.0,0.0,1.057,Cluster 0 — Balanced Operational Flow
REC-2023-05-WH-33,2023-05,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,40664.67,42282.16,45423.33,7773.22,31765.38,17.7,3.39,1401.0,0.982,0,1998.12,98000,0.464,10.74,28804342.28,1.191,0.949,4.9,397,0.104,Overstock,2023,5,2,0,0.9617,-0.0383,0.1915,0.0,0.4635,5.844,33.51,0.132,-0.0398,13657.95,0.0204,0.0,5.65,Cluster 0 — Balanced Operational Flow
REC-2023-06-WH-33,2023-06,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,37552.78,38776.01,46646.56,9242.81,31148.6,17.5,4.42,1350.0,0.959,0,1633.74,98000,0.476,9.66,31044706.58,1.053,0.895,0.9,397,0.173,Overstock,2023,6,2,0,0.9685,-0.0315,0.2526,0.0,0.476,5.047,37.26,0.1484,-0.0326,15497.96,0.0167,0.0,1.184,Cluster 0 — Balanced Operational Flow
REC-2023-07-WH-33,2023-07,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,35507.39,35988.36,47127.53,6879.81,26645.59,16.7,3.44,1095.0,0.953,0,10162.22,98000,0.481,9.04,51198990.06,0.917,0.921,0.5,397,0.101,Overstock,2023,7,3,0,0.9866,-0.0134,0.206,0.0,0.4809,6.85,39.82,0.2015,-0.0135,20481.94,0.1037,0.0,0.618,Cluster 0 — Balanced Operational Flow
REC-2023-08-WH-33,2023-08,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,36488.98,36531.52,47170.07,8127.35,29899.11,17.9,3.97,1278.0,0.984,0,5079.93,98000,0.481,9.28,3684020.67,0.922,0.99,0.8,397,0.204,Overstock,2023,8,3,0,0.9988,-0.0012,0.2218,0.0,0.4813,5.804,38.78,0.0526,-0.0012,17270.96,0.0518,0.0,0.824,Cluster 0 — Balanced Operational Flow
REC-2023-09-WH-33,2023-09,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,42717.17,41417.9,45870.8,10184.64,35957.33,18.1,4.29,1907.0,0.986,0,0.0,98000,0.468,11.17,6312199.22,1.072,0.897,0.4,397,0.165,Overstock,2023,9,3,0,1.0314,0.0314,0.237,0.0,0.4681,4.504,32.21,0.0588,0.0304,9913.47,0.0,0.0,0.524,Cluster 0 — Balanced Operational Flow
REC-2023-10-WH-33,2023-10,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,45570.28,47091.85,47392.37,9240.96,37798.34,18.8,3.64,1929.0,0.967,0,0.0,98000,0.484,11.54,11139725.65,1.37,0.951,3.2,397,0.12,Overstock,2023,10,4,1,0.9677,-0.0323,0.1936,0.0,0.4836,5.129,31.2,0.0732,-0.0334,9594.03,0.0,0.0,3.67,Cluster 0 — Balanced Operational Flow
REC-2023-11-WH-33,2023-11,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,53099.71,50179.14,44471.8,11574.13,42371.96,17.4,3.85,1624.0,0.969,0,0.0,98000,0.454,14.33,34324710.88,1.382,0.959,2.5,397,0.111,Overstock,2023,11,4,1,1.0582,0.0582,0.2213,0.0,0.4538,3.842,25.13,0.1103,0.055,2099.84,0.0,0.0,2.808,Cluster 0 — Balanced Operational Flow
REC-2023-12-WH-33,2023-12,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,44889.83,45496.37,45078.34,9931.29,37314.09,18.3,3.93,1407.0,0.979,0,0.0,98000,0.46,11.95,50295781.08,1.121,0.945,0.7,397,0.137,Overstock,2023,12,4,1,0.9867,-0.0133,0.2148,0.0,0.46,4.539,30.13,0.158,-0.0135,7764.25,0.0,0.0,0.816,Cluster 0 — Balanced Operational Flow
REC-2024-01-WH-33,2024-01,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,35648.11,37328.87,46759.1,6376.26,27527.47,17.8,3.14,1209.0,0.993,0,9667.24,98000,0.477,9.15,13731506.34,0.926,0.902,2.7,397,0.183,Overstock,2024,1,1,0,0.955,-0.045,0.1764,0.0,0.4771,7.333,39.35,0.1039,-0.0471,19231.63,0.0986,0.0,3.494,Cluster 0 — Balanced Operational Flow
REC-2024-02-WH-33,2024-02,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,40852.18,38493.57,44400.49,7675.66,29463.49,16.0,3.32,1404.0,0.997,0,3423.51,98000,0.453,11.04,7663515.89,0.886,0.875,0.8,397,0.172,Overstock,2024,2,1,0,1.0613,0.0613,0.2075,0.0,0.4531,5.785,32.61,0.0678,0.0577,14937.0,0.0349,0.0,1.1,Cluster 0 — Balanced Operational Flow
REC-2024-03-WH-33,2024-03,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,37004.12,38177.34,45573.71,8815.46,31017.93,18.0,4.26,1268.0,0.978,0,1332.59,98000,0.465,9.74,24654545.4,1.031,0.902,1.1,397,0.213,Overstock,2024,3,1,0,0.9693,-0.0307,0.2367,0.0,0.465,5.17,36.95,0.1342,-0.0317,14555.78,0.0136,0.0,1.423,Cluster 0 — Balanced Operational Flow
REC-2024-04-WH-33,2024-04,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,56157.98,53106.74,42522.47,10950.7,39216.88,15.1,3.5,1755.0,0.96,0,0.0,98000,0.434,15.85,46733770.69,1.173,0.927,2.8,397,0.346,Overstock,2024,4,2,0,1.0575,0.0575,0.2318,0.0,0.4339,3.883,22.72,0.1217,0.0543,3305.59,0.0,0.0,3.413,Cluster 0 — Balanced Operational Flow
REC-2024-05-WH-33,2024-05,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,44151.89,40867.21,39237.79,9427.03,34446.43,17.0,3.85,1454.0,0.982,0,0.0,98000,0.4,13.5,41252938.74,1.161,0.86,1.2,397,0.186,Overstock,2024,5,2,0,1.0804,0.0804,0.2265,0.0,0.4004,4.162,26.66,0.1455,0.0744,4791.36,0.0,0.0,1.704,Cluster 0 — Balanced Operational Flow
REC-2024-06-WH-33,2024-06,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,41336.57,40229.39,38130.61,9152.06,33127.27,17.4,3.98,1307.0,0.955,0,0.0,98000,0.389,13.01,28027145.86,1.006,0.969,2.3,397,0.246,Overstock,2024,6,2,0,1.0275,0.0275,0.2287,0.0,0.3891,4.166,27.67,0.1281,0.0268,5003.34,0.0,0.0,2.514,Cluster 0 — Balanced Operational Flow
REC-2024-07-WH-33,2024-07,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,38960.23,40178.47,39348.85,8591.12,32226.99,18.2,3.96,1661.0,0.959,0,0.0,98000,0.402,11.88,10686028.84,0.928,0.953,0.8,397,0.101,Overstock,2024,7,3,0,0.9697,-0.0303,0.2176,0.0,0.4015,4.58,30.3,0.0839,-0.0313,7121.86,0.0,0.0,0.913,Cluster 0 — Balanced Operational Flow
REC-2024-08-WH-33,2024-08,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,37940.47,40516.95,41925.33,8186.6,29812.67,17.1,3.89,1214.0,0.951,0,0.0,98000,0.428,10.86,17718015.03,0.982,0.933,0.9,397,0.273,Overstock,2024,8,3,0,0.9364,-0.0636,0.2275,0.0,0.4278,5.121,33.15,0.1109,-0.0679,12112.66,0.0,0.0,1.081,Cluster 0 — Balanced Operational Flow
REC-2024-09-WH-33,2024-09,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,45598.88,48926.98,45253.43,10346.34,38313.65,18.4,4.09,1712.0,0.97,0,0.0,98000,0.462,12.09,52234434.2,1.059,0.983,1.8,397,0.175,Overstock,2024,9,3,0,0.932,-0.068,0.2223,0.0,0.4618,4.374,29.77,0.1585,-0.073,6939.78,0.0,0.0,1.892,Cluster 0 — Balanced Operational Flow
REC-2024-10-WH-33,2024-10,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,51689.04,50473.98,44038.37,8944.97,37718.54,16.7,3.1,1729.0,0.95,0,0.0,98000,0.449,14.08,61563973.35,1.34,0.99,0.0,397,0.131,Understock / Shortage,2024,10,4,1,1.0241,0.0241,0.1856,0.0,0.4494,4.923,25.56,0.1518,0.0235,6319.83,0.0,0.0,0.0,Cluster 0 — Balanced Operational Flow
REC-2024-11-WH-33,2024-11,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,63657.09,59187.65,39568.93,12524.85,52628.82,18.9,3.5,2514.0,0.968,0,0.0,98000,0.404,19.31,8271037.77,1.356,0.976,0.6,397,0.216,Overstock,2024,11,4,1,1.0755,0.0755,0.1852,0.0,0.4038,3.159,18.65,0.0452,0.0702,-13059.89,0.0,0.0,0.643,Cluster 0 — Balanced Operational Flow
REC-2024-12-WH-33,2024-12,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,44084.27,43142.75,38627.41,8714.34,34871.01,17.8,3.48,1866.0,0.961,0,0.0,98000,0.394,13.7,16133000.45,1.157,0.954,0.7,397,0.129,Overstock,2024,12,4,1,1.0218,0.0218,0.1955,0.0,0.3942,4.433,26.29,0.0911,0.0214,3756.4,0.0,0.0,0.797,Cluster 0 — Balanced Operational Flow
REC-2023-01-WH-34,2023-01,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,24407.58,18138.61,17068.97,9628.53,21669.6,14.8,7.12,873.0,0.984,0,0.0,75000,0.228,17.16,6924422.65,0.977,0.874,1.4,530,0.108,Understock / Shortage,2023,1,1,0,1.3456,0.3456,0.4811,0.0,0.2276,1.773,20.98,0.1078,0.2568,-4600.63,0.0,0.0,1.929,Cluster 1 — High-Velocity Shortage Risk
REC-2023-02-WH-34,2023-02,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,22524.47,12169.61,6714.11,6439.26,15223.8,11.7,5.17,623.0,0.993,0,0.0,75000,0.09,25.0,9406968.81,0.881,0.765,1.1,530,0.125,Understock / Shortage,2023,2,1,0,1.8509,0.8509,0.4419,0.0,0.0895,1.043,8.94,0.1362,0.4597,-8509.69,0.0,0.0,1.876,Cluster 1 — High-Velocity Shortage Risk
REC-2023-03-WH-34,2023-03,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,30629.22,21558.78,195.36,8804.35,20851.84,11.8,5.21,1107.0,0.923,5,0.0,75000,0.003,25.0,7609030.24,1.016,0.774,0.0,530,0.192,Understock / Shortage,2023,3,1,0,1.4207,0.4207,0.4415,6.925,0.0026,0.022,0.19,0.0901,0.2961,-20656.48,0.0,8608.99,0.0,Cluster 1 — High-Velocity Shortage Risk
REC-2023-04-WH-34,2023-04,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,32634.66,20510.9,242.95,12020.22,28011.2,14.7,6.65,1056.0,0.634,6,0.0,75000,0.003,25.0,21688955.01,1.129,0.836,3.9,530,0.148,Understock / Shortage,2023,4,2,0,1.5911,0.5911,0.4524,16.98,0.0032,0.02,0.22,0.1427,0.3715,-27768.25,0.0,11777.27,5.819,Cluster 1 — High-Velocity Shortage Risk
REC-2023-05-WH-34,2023-05,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,35416.46,21444.89,127.28,11671.92,27491.27,13.4,5.94,1013.0,0.612,5,0.0,75000,0.002,25.0,40428210.2,1.148,0.81,0.2,530,0.236,Understock / Shortage,2023,5,2,0,1.6515,0.6515,0.4433,14.7,0.0017,0.011,0.11,0.1795,0.3945,-27363.99,0.0,11544.64,0.314,Cluster 1 — High-Velocity Shortage Risk
REC-2023-06-WH-34,2023-06,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,26734.79,15464.42,110.47,8918.16,19612.08,12.0,6.03,962.0,0.583,9,0.0,75000,0.001,25.0,10772623.62,0.993,0.735,4.7,530,0.162,Understock / Shortage,2023,6,2,0,1.7288,0.7288,0.5025,27.765,0.0015,0.012,0.12,0.1228,0.4216,-19501.61,0.0,8807.69,8.436,Cluster 1 — High-Velocity Shortage Risk
REC-2023-07-WH-34,2023-07,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,26952.79,17959.69,110.28,8323.02,19912.72,12.9,5.59,768.0,0.67,10,0.0,75000,0.001,25.0,33781094.95,0.849,0.799,2.1,530,0.071,Understock / Shortage,2023,7,3,0,1.5007,0.5007,0.4333,26.5,0.0015,0.013,0.12,0.2156,0.3337,-19802.44,0.0,8212.74,3.366,Cluster 1 — High-Velocity Shortage Risk
REC-2023-08-WH-34,2023-08,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,34406.5,25266.79,518.72,11555.62,26465.1,13.0,6.07,1415.0,0.738,6,0.0,75000,0.007,25.0,42131000.92,0.945,0.868,3.1,530,0.228,Understock / Shortage,2023,8,3,0,1.3617,0.3617,0.4669,13.86,0.0069,0.045,0.45,0.1887,0.2656,-25946.38,0.0,11036.9,4.328,Cluster 1 — High-Velocity Shortage Risk
