record_id,date,warehouse_id,warehouse_name,region,city,warehouse_type,monthly_demand,monthly_supply,current_inventory,safety_stock,reorder_point,lead_time_days,lead_time_variability,order_volume,fulfillment_rate,stockout_incidents,overstock_quantity,warehouse_capacity,capacity_utilization,inventory_turnover,historical_demand_variance,seasonal_demand_index,supplier_reliability,transit_delay_days,sku_count,regional_consumption_momentum,inventory_imbalance_risk
REC-2023-03-WH-33,2023-03,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,40793.38,39265.28,46018.1,9543.33,32251.64,16.7,4.19,1233,0.97,0,0.0,98000,0.47,10.64,20487526.49,1.022,0.951,1.8,397,0.273,Overstock
REC-2023-04-WH-33,2023-04,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,43673.6,41461.34,43805.84,8548.48,35480.53,18.5,3.5,1732,0.987,0,0.0,98000,0.447,11.96,18663378.97,1.162,0.942,0.9,397,0.022,Overstock
REC-2023-05-WH-33,2023-05,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,40664.67,42282.16,45423.33,7773.22,31765.38,17.7,3.39,1401,0.982,0,1998.12,98000,0.464,10.74,28804342.28,1.191,0.949,4.9,397,0.104,Overstock
REC-2023-06-WH-33,2023-06,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,37552.78,38776.01,46646.56,9242.81,31148.6,17.5,4.42,1350,0.959,0,1633.74,98000,0.476,9.66,31044706.58,1.053,0.895,0.9,397,0.173,Overstock
REC-2023-07-WH-33,2023-07,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,35507.39,35988.36,47127.53,6879.81,26645.59,16.7,3.44,1095,0.953,0,10162.22,98000,0.481,9.04,51198990.06,0.917,0.921,0.5,397,0.101,Overstock
REC-2023-08-WH-33,2023-08,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,36488.98,36531.52,47170.07,8127.35,29899.11,17.9,3.97,1278,0.984,0,5079.93,98000,0.481,9.28,3684020.67,0.922,0.99,0.8,397,0.204,Overstock
REC-2023-09-WH-33,2023-09,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,42717.17,41417.9,45870.8,10184.64,35957.33,18.1,4.29,1907,0.986,0,0.0,98000,0.468,11.17,6312199.22,1.072,0.897,0.4,397,0.165,Overstock
REC-2023-10-WH-33,2023-10,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,45570.28,47091.85,47392.37,9240.96,37798.34,18.8,3.64,1929,0.967,0,0.0,98000,0.484,11.54,11139725.65,1.37,0.951,3.2,397,0.12,Overstock
REC-2023-11-WH-33,2023-11,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,53099.71,50179.14,44471.8,11574.13,42371.96,17.4,3.85,1624,0.969,0,0.0,98000,0.454,14.33,34324710.88,1.382,0.959,2.5,397,0.111,Overstock
REC-2023-12-WH-33,2023-12,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,44889.83,45496.37,45078.34,9931.29,37314.09,18.3,3.93,1407,0.979,0,0.0,98000,0.46,11.95,50295781.08,1.121,0.945,0.7,397,0.137,Overstock
REC-2024-01-WH-33,2024-01,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,35648.11,37328.87,46759.1,6376.26,27527.47,17.8,3.14,1209,0.993,0,9667.24,98000,0.477,9.15,13731506.34,0.926,0.902,2.7,397,0.183,Overstock
REC-2024-02-WH-33,2024-02,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,40852.18,38493.57,44400.49,7675.66,29463.49,16.0,3.32,1404,0.997,0,3423.51,98000,0.453,11.04,7663515.89,0.886,0.875,0.8,397,0.172,Overstock
REC-2024-03-WH-33,2024-03,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,37004.12,38177.34,45573.71,8815.46,31017.93,18.0,4.26,1268,0.978,0,1332.59,98000,0.465,9.74,24654545.4,1.031,0.902,1.1,397,0.213,Overstock
REC-2024-04-WH-33,2024-04,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,56157.98,53106.74,42522.47,10950.7,39216.88,15.1,3.5,1755,0.96,0,0.0,98000,0.434,15.85,46733770.69,1.173,0.927,2.8,397,0.346,Overstock
REC-2024-05-WH-33,2024-05,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,44151.89,40867.21,39237.79,9427.03,34446.43,17.0,3.85,1454,0.982,0,0.0,98000,0.4,13.5,41252938.74,1.161,0.86,1.2,397,0.186,Overstock
REC-2024-06-WH-33,2024-06,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,41336.57,40229.39,38130.61,9152.06,33127.27,17.4,3.98,1307,0.955,0,0.0,98000,0.389,13.01,28027145.86,1.006,0.969,2.3,397,0.246,Overstock
REC-2024-07-WH-33,2024-07,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,38960.23,40178.47,39348.85,8591.12,32226.99,18.2,3.96,1661,0.959,0,0.0,98000,0.402,11.88,10686028.84,0.928,0.953,0.8,397,0.101,Overstock
REC-2024-08-WH-33,2024-08,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,37940.47,40516.95,41925.33,8186.6,29812.67,17.1,3.89,1214,0.951,0,0.0,98000,0.428,10.86,17718015.03,0.982,0.933,0.9,397,0.273,Overstock
REC-2024-09-WH-33,2024-09,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,45598.88,48926.98,45253.43,10346.34,38313.65,18.4,4.09,1712,0.97,0,0.0,98000,0.462,12.09,52234434.2,1.059,0.983,1.8,397,0.175,Overstock
REC-2024-10-WH-33,2024-10,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,51689.04,50473.98,44038.37,8944.97,37718.54,16.7,3.1,1729,0.95,0,0.0,98000,0.449,14.08,61563973.35,1.34,0.99,0.0,397,0.131,Understock / Shortage
REC-2024-11-WH-33,2024-11,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,63657.09,59187.65,39568.93,12524.85,52628.82,18.9,3.5,2514,0.968,0,0.0,98000,0.404,19.31,8271037.77,1.356,0.976,0.6,397,0.216,Overstock
REC-2024-12-WH-33,2024-12,WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,44084.27,43142.75,38627.41,8714.34,34871.01,17.8,3.48,1866,0.961,0,0.0,98000,0.394,13.7,16133000.45,1.157,0.954,0.7,397,0.129,Overstock
REC-2023-01-WH-34,2023-01,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,24407.58,18138.61,17068.97,9628.53,21669.6,14.8,7.12,873,0.984,0,0.0,75000,0.228,17.16,6924422.65,0.977,0.874,1.4,530,0.108,Understock / Shortage
REC-2023-02-WH-34,2023-02,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,22524.47,12169.61,6714.11,6439.26,15223.8,11.7,5.17,623,0.993,0,0.0,75000,0.09,25.0,9406968.81,0.881,0.765,1.1,530,0.125,Understock / Shortage
REC-2023-03-WH-34,2023-03,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,30629.22,21558.78,195.36,8804.35,20851.84,11.8,5.21,1107,0.923,5,0.0,75000,0.003,25.0,7609030.24,1.016,0.774,0.0,530,0.192,Understock / Shortage
REC-2023-04-WH-34,2023-04,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,32634.66,20510.9,242.95,12020.22,28011.2,14.7,6.65,1056,0.634,6,0.0,75000,0.003,25.0,21688955.01,1.129,0.836,3.9,530,0.148,Understock / Shortage
REC-2023-05-WH-34,2023-05,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,35416.46,21444.89,127.28,11671.92,27491.27,13.4,5.94,1013,0.612,5,0.0,75000,0.002,25.0,40428210.2,1.148,0.81,0.2,530,0.236,Understock / Shortage
REC-2023-06-WH-34,2023-06,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,26734.79,15464.42,110.47,8918.16,19612.08,12.0,6.03,962,0.583,9,0.0,75000,0.001,25.0,10772623.62,0.993,0.735,4.7,530,0.162,Understock / Shortage
REC-2023-07-WH-34,2023-07,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,26952.79,17959.69,110.28,8323.02,19912.72,12.9,5.59,768,0.67,10,0.0,75000,0.001,25.0,33781094.95,0.849,0.799,2.1,530,0.071,Understock / Shortage
REC-2023-08-WH-34,2023-08,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,34406.5,25266.79,518.72,11555.62,26465.1,13.0,6.07,1415,0.738,6,0.0,75000,0.007,25.0,42131000.92,0.945,0.868,3.1,530,0.228,Understock / Shortage
REC-2023-09-WH-34,2023-09,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,33100.99,20843.88,417.32,12142.3,25272.36,11.9,6.63,1017,0.645,8,0.0,75000,0.006,25.0,23187393.05,1.119,0.838,0.5,530,0.095,Understock / Shortage
REC-2023-10-WH-34,2023-10,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,40896.67,26556.22,138.8,12285.82,27417.59,11.1,5.42,1510,0.66,9,0.0,75000,0.002,25.0,23992994.63,1.367,0.777,3.5,530,0.116,Understock / Shortage
REC-2023-11-WH-34,2023-11,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,39490.08,24147.05,423.37,14520.85,32028.12,13.3,6.64,1095,0.615,5,0.0,75000,0.006,25.0,19887533.71,1.354,0.784,0.7,530,0.12,Understock / Shortage
REC-2023-12-WH-34,2023-12,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,41317.64,28592.51,154.93,12708.37,31714.48,13.8,5.57,1472,0.702,8,0.0,75000,0.002,25.0,38543908.51,1.173,0.851,1.5,530,0.191,Understock / Shortage
REC-2024-01-WH-34,2024-01,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,28277.83,18593.0,132.62,9512.14,22991.24,14.3,6.06,1255,0.663,5,0.0,75000,0.002,25.0,18878195.24,0.912,0.791,0.4,530,0.198,Understock / Shortage
REC-2024-02-WH-34,2024-02,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,31146.63,18999.76,188.18,8893.83,21767.77,12.4,5.15,1409,0.614,8,0.0,75000,0.003,25.0,47991621.23,0.897,0.785,0.3,530,0.212,Understock / Shortage
REC-2024-03-WH-34,2024-03,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,34467.35,22584.53,92.84,13688.33,28853.96,13.2,7.17,1242,0.661,7,0.0,75000,0.001,25.0,10442950.68,0.995,0.794,0.7,530,0.253,Understock / Shortage
REC-2024-04-WH-34,2024-04,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,40354.27,19884.17,708.15,15363.0,35136.59,14.7,6.86,1822,0.495,10,0.0,75000,0.009,25.0,22275769.08,1.139,0.702,7.4,530,0.16,Understock / Shortage
REC-2024-05-WH-34,2024-05,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,41106.88,29048.51,445.68,14144.52,29765.13,11.4,6.24,1338,0.724,8,0.0,75000,0.006,25.0,13167468.37,1.16,0.771,1.9,530,0.199,Understock / Shortage
REC-2024-06-WH-34,2024-06,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,37804.6,28379.59,329.86,12967.87,28719.79,12.5,6.18,1132,0.762,7,0.0,75000,0.004,25.0,51436932.63,1.023,0.823,3.2,530,0.101,Understock / Shortage
REC-2024-07-WH-34,2024-07,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,27475.81,18579.18,158.57,9456.51,21637.45,13.3,6.24,961,0.688,8,0.0,75000,0.002,25.0,3348009.73,0.889,0.902,0.2,530,0.139,Understock / Shortage
REC-2024-08-WH-34,2024-08,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,32244.63,23635.93,365.07,11037.98,26622.88,14.5,6.17,923,0.738,4,0.0,75000,0.005,25.0,7985139.69,0.921,0.868,0.2,530,0.186,Understock / Shortage
REC-2024-09-WH-34,2024-09,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,37216.19,27747.36,593.25,13606.76,29857.83,13.1,6.59,1072,0.755,4,0.0,75000,0.008,25.0,10007053.28,1.035,0.804,2.5,530,0.2,Understock / Shortage
REC-2024-10-WH-34,2024-10,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,49895.27,29410.62,397.6,16735.92,36527.71,11.9,6.07,1595,0.601,7,0.0,75000,0.005,25.0,61737537.11,1.338,0.821,0.0,530,0.145,Understock / Shortage
REC-2024-11-WH-34,2024-11,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,51194.51,37562.61,347.14,15605.39,38472.27,13.4,5.47,1508,0.741,11,0.0,75000,0.005,25.0,142324655.63,1.358,0.843,5.9,530,0.145,Understock / Shortage
REC-2024-12-WH-34,2024-12,WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,43378.51,28858.18,53.92,13738.61,32680.56,13.1,5.69,1955,0.673,7,0.0,75000,0.001,25.0,16625415.26,1.159,0.735,0.3,530,0.246,Understock / Shortage
REC-2023-01-WH-35,2023-01,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,16453.35,20343.5,36015.03,2197.6,9272.54,12.9,2.33,457,0.981,0,23446.09,44000,0.819,5.48,6452582.54,0.932,0.99,0.2,144,0.155,Overstock
REC-2023-02-WH-35,2023-02,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,14191.66,15096.33,36919.7,1632.85,7120.29,11.6,2.04,394,0.951,0,27350.14,44000,0.839,4.61,5393645.48,0.899,0.972,0.2,144,0.102,Overstock
REC-2023-03-WH-35,2023-03,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,16965.92,18763.54,38717.32,2105.24,8326.08,11.0,2.1,575,0.99,0,27233.38,44000,0.88,5.26,3247997.13,1.038,0.941,0.8,144,0.133,Overstock
REC-2023-04-WH-35,2023-04,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,21966.28,23953.95,40704.99,2608.54,10736.06,11.1,2.05,768,0.958,0,26056.12,44000,0.925,6.48,13327558.92,1.112,0.928,1.6,144,0.125,Overstock
REC-2023-05-WH-35,2023-05,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,22196.67,26075.8,44584.12,2298.76,11695.35,12.7,1.8,622,0.998,0,29440.63,44000,1.013,5.97,19497085.96,1.165,0.99,0.0,144,0.2,Overstock
REC-2023-06-WH-35,2023-06,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,18083.89,19781.26,46281.49,2387.76,9500.76,11.8,2.25,692,0.994,0,33199.09,44000,1.052,4.69,5987555.26,0.957,0.99,0.6,144,0.176,Overstock
REC-2023-07-WH-35,2023-07,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,18435.3,22973.06,50819.25,2087.18,9461.3,12.0,1.92,721,0.958,0,38227.18,44000,1.155,4.35,1628500.09,0.866,0.99,4.0,144,0.185,Overstock
REC-2023-08-WH-35,2023-08,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,14711.8,17406.99,53514.44,1521.75,7455.51,12.1,1.74,598,0.957,0,43776.3,44000,1.216,3.3,3516956.18,0.924,0.918,0.5,144,0.158,Overstock
REC-2023-09-WH-35,2023-09,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,20245.71,24719.08,57987.81,2186.62,11567.13,13.9,1.86,902,0.972,0,43140.75,44000,1.318,4.19,4969255.34,1.083,0.957,1.2,144,0.053,Overstock
REC-2023-10-WH-35,2023-10,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,21050.16,24371.01,61308.66,2771.09,12173.49,13.4,2.33,573,0.989,0,44978.54,44000,1.393,4.12,8140169.43,1.321,0.99,0.9,144,0.204,Overstock
REC-2023-11-WH-35,2023-11,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,25765.31,27663.43,63206.78,3182.31,14089.62,12.7,2.15,1126,0.95,0,44343.7,44000,1.437,4.89,13013418.73,1.397,0.923,0.5,144,0.094,Overstock
REC-2023-12-WH-35,2023-12,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,20729.48,26170.59,68647.89,2449.04,9220.67,9.8,2.06,645,0.969,0,55753.66,44000,1.56,3.62,12000173.94,1.153,0.989,2.3,144,0.11,Overstock
REC-2024-01-WH-35,2024-01,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,16106.89,18113.39,70654.39,1884.7,9186.49,13.6,2.05,498,0.965,0,58640.85,44000,1.606,2.74,1153676.75,0.91,0.979,2.0,144,0.14,Understock / Shortage
REC-2024-02-WH-35,2024-02,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,17347.9,18606.38,71912.87,1721.38,9065.32,12.7,1.73,479,0.986,0,60265.48,44000,1.634,2.89,682762.53,0.831,0.99,0.8,144,0.236,Overstock
REC-2024-03-WH-35,2024-03,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,18316.58,23248.58,76844.87,1776.59,8309.5,10.7,1.69,681,0.955,0,65870.48,44000,1.746,2.86,7116071.73,0.989,0.93,0.5,144,0.239,Overstock
REC-2024-04-WH-35,2024-04,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,22371.24,23951.84,78425.47,2279.6,9811.25,10.1,1.78,709,0.969,0,65194.82,44000,1.782,3.42,11217260.45,1.144,0.961,0.0,144,0.136,Overstock
REC-2024-05-WH-35,2024-05,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,23732.03,27618.4,82311.84,2607.4,11783.78,11.6,1.91,789,0.98,0,66616.96,44000,1.871,3.46,1710788.01,1.144,0.925,2.6,144,0.18,Overstock
REC-2024-06-WH-35,2024-06,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,18117.8,20724.39,84918.43,2197.59,10471.39,13.7,2.13,803,0.978,0,71150.66,44000,1.93,2.56,10866406.82,1.019,0.99,0.9,144,0.138,Overstock
REC-2024-07-WH-35,2024-07,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,17357.3,18774.77,86335.9,1820.07,10325.15,14.7,1.73,692,0.962,0,73280.64,44000,1.962,2.41,6750596.84,0.933,0.974,1.3,144,0.172,Overstock
REC-2024-08-WH-35,2024-08,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,20121.05,25451.96,91666.81,2256.2,9969.27,11.5,1.94,701,0.957,0,78313.24,44000,2.083,2.63,5081347.03,1.011,0.989,0.3,144,0.197,Overstock
REC-2024-09-WH-35,2024-09,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,18557.22,23318.18,96427.77,2036.81,9088.55,11.4,1.89,683,0.989,0,84284.0,44000,2.192,2.31,6444972.66,1.079,0.988,0.5,144,0.195,Overstock
REC-2024-10-WH-35,2024-10,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,25398.17,31403.38,102432.98,3015.44,12751.41,11.5,2.05,734,0.978,0,85158.41,44000,2.328,2.98,5670522.32,1.329,0.974,0.2,144,0.187,Overstock
REC-2024-11-WH-35,2024-11,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,31235.17,34204.7,105402.51,3918.28,18702.93,14.2,2.2,1319,0.994,0,80822.16,44000,2.396,3.56,13161508.04,1.38,0.99,0.3,144,0.243,Overstock
REC-2024-12-WH-35,2024-12,WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,21390.01,26367.86,110380.36,2648.98,12417.08,13.7,2.09,921,0.985,0,93989.81,44000,2.509,2.33,2701768.72,1.153,0.937,0.5,144,0.245,Overstock
REC-2023-01-WH-36,2023-01,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,87627.16,111569.33,164125.81,11198.23,83344.59,24.7,2.22,3684,0.956,0,63983.88,190000,0.864,6.41,280172010.51,0.937,0.916,0.6,864,0.086,Overstock
REC-2023-02-WH-36,2023-02,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,80221.98,84594.78,168498.61,9799.03,84940.28,28.1,2.09,3584,0.961,0,68859.78,190000,0.887,5.71,129471786.53,0.933,0.966,0.2,864,0.079,Overstock
REC-2023-03-WH-36,2023-03,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,87390.86,92048.86,173156.61,8635.38,80004.58,24.5,1.68,3160,0.992,0,80198.96,190000,0.911,6.06,62401142.38,0.988,0.913,1.1,864,0.211,Overstock
REC-2023-04-WH-36,2023-04,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,93766.87,107726.42,187116.16,11382.24,89521.3,25.0,2.01,3029,0.985,0,80521.5,190000,0.985,6.01,102849344.9,1.156,0.989,1.6,864,0.128,Overstock
REC-2023-05-WH-36,2023-05,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,117589.44,143476.35,213003.07,11950.48,112685.43,25.7,1.68,4860,0.996,0,82391.92,190000,1.121,6.62,218990721.45,1.141,0.99,0.0,864,0.124,Balanced
REC-2023-06-WH-36,2023-06,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,86713.62,103612.28,229901.73,8111.51,85286.63,26.7,1.58,2478,0.976,0,132447.84,190000,1.21,4.53,161068388.64,1.012,0.958,0.7,864,0.121,Overstock
REC-2023-07-WH-36,2023-07,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,71186.8,87166.92,245881.85,7430.32,66515.36,24.9,1.6,2048,0.965,0,168221.01,190000,1.294,3.47,92480941.79,0.894,0.935,0.3,864,0.192,Overstock
REC-2023-08-WH-36,2023-08,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,86285.44,110439.31,270035.72,9924.34,79527.93,24.2,1.91,2292,0.964,0,175621.28,190000,1.421,3.83,73413765.15,0.97,0.99,1.0,864,0.127,Overstock
REC-2023-09-WH-36,2023-09,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,97485.88,116844.0,289393.84,10867.21,101204.13,27.8,1.7,4130,0.995,0,171888.9,190000,1.523,4.04,432790937.29,1.109,0.937,0.0,864,0.108,Understock / Shortage
REC-2023-10-WH-36,2023-10,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,140946.26,178184.3,326631.88,14154.5,144764.7,27.8,1.62,4178,0.961,0,160635.43,190000,1.719,5.18,362267743.42,1.363,0.99,0.4,864,0.181,Understock / Shortage
REC-2023-11-WH-36,2023-11,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,110618.3,122744.55,338758.13,13812.12,108206.4,25.6,2.18,3352,0.965,0,209833.55,190000,1.783,3.92,457377205.02,1.358,0.936,0.7,864,0.185,Overstock
REC-2023-12-WH-36,2023-12,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,109659.74,134439.91,363538.3,10980.54,105653.45,25.9,1.58,4882,0.951,0,241414.04,190000,1.913,3.62,107768889.54,1.185,0.99,1.0,864,0.105,Overstock
REC-2024-01-WH-36,2024-01,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,82823.44,93885.88,374600.74,10029.67,84846.84,27.1,2.09,2814,0.954,0,274709.4,190000,1.972,2.65,234182594.63,0.914,0.982,0.1,864,0.173,Overstock
REC-2024-02-WH-36,2024-02,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,96250.45,118701.12,397051.41,9770.36,94470.76,26.4,1.54,4136,0.986,0,287925.11,190000,2.09,2.91,17678546.94,0.907,0.944,0.0,864,0.181,Overstock
REC-2024-03-WH-36,2024-03,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,105407.78,134278.74,425922.37,13325.83,100814.29,24.9,2.19,3289,0.967,0,305119.34,190000,2.242,2.97,457374110.84,1.036,0.99,0.8,864,0.168,Overstock
REC-2024-04-WH-36,2024-04,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,114262.43,145406.06,457066.0,11867.85,110133.54,25.8,1.57,4534,0.97,0,329130.68,190000,2.406,3.0,42125425.5,1.108,0.899,0.3,864,0.12,Overstock
REC-2024-05-WH-36,2024-05,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,127852.91,156082.38,485295.47,14507.55,123608.7,25.6,1.87,4354,0.991,0,339925.44,190000,2.554,3.16,78077467.97,1.116,0.911,1.2,864,0.217,Understock / Shortage
REC-2024-06-WH-36,2024-06,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,106132.9,119136.82,498299.39,13172.57,105508.19,26.1,2.11,4122,0.993,0,373032.34,190000,2.623,2.56,121889838.27,1.038,0.941,3.6,864,0.214,Overstock
REC-2024-07-WH-36,2024-07,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,86732.03,95942.33,507509.69,10319.83,85198.48,25.9,1.77,2580,0.993,0,406831.46,190000,2.671,2.05,57710142.68,0.902,0.89,1.7,864,0.144,Overstock
REC-2024-08-WH-36,2024-08,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,110097.58,128315.79,525727.9,12754.08,108171.98,26.0,1.95,3431,0.978,0,398424.8,190000,2.767,2.51,126559795.12,0.991,0.99,0.0,864,0.183,Overstock
REC-2024-09-WH-36,2024-09,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,99243.92,111629.74,538113.72,11385.97,95412.49,25.4,1.85,3899,0.954,0,425622.28,190000,2.832,2.21,217139376.05,1.058,0.99,3.9,864,0.108,Overstock
REC-2024-10-WH-36,2024-10,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,123652.59,137105.75,551566.88,15070.2,128006.23,27.4,2.06,3666,0.972,0,400955.35,190000,2.903,2.69,525748368.32,1.361,0.99,0.9,864,0.025,Overstock
REC-2024-11-WH-36,2024-11,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,143903.97,161360.38,569023.29,14090.13,131132.03,24.4,1.59,4237,0.986,0,416756.07,190000,2.995,3.03,650310766.3,1.393,0.931,1.2,864,0.205,Overstock
REC-2024-12-WH-36,2024-12,WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,108476.76,118318.13,578864.66,11927.69,106302.47,26.1,1.67,3398,0.971,0,454670.66,190000,3.047,2.25,136007064.01,1.141,0.971,0.8,864,0.117,Understock / Shortage
